Query 1 portabl oper system 
4 Q0 CACM-1514 77 -15.803997936731625 SQLModel_Stemmed 
4 Q0 CACM-2667 78 -15.813734689564688 SQLModel_Stemmed 
4 Q0 CACM-2548 79 -15.818019453033491 SQLModel_Stemmed 
4 Q0 CACM-2862 80 -15.838253776277531 SQLModel_Stemmed 
4 Q0 CACM-3098 81 -15.866452661695021 SQLModel_Stemmed 
4 Q0 CACM-1410 82 -15.879365012042005 SQLModel_Stemmed 
4 Q0 CACM-2249 83 -15.88819245395223 SQLModel_Stemmed 
4 Q0 CACM-0527 84 -15.895598447895551 SQLModel_Stemmed 
4 Q0 CACM-2709 85 -15.897734673454535 SQLModel_Stemmed 
4 Q0 CACM-1844 86 -15.916943709743288 SQLModel_Stemmed 
4 Q0 CACM-1710 87 -15.94583745809343 SQLModel_Stemmed 
4 Q0 CACM-1153 88 -15.946593300767494 SQLModel_Stemmed 
4 Q0 CACM-2890 89 -15.954225166239834 SQLModel_Stemmed 
4 Q0 CACM-3124 90 -15.955954697136757 SQLModel_Stemmed 
4 Q0 CACM-2936 91 -15.956682743261666 SQLModel_Stemmed 
4 Q0 CACM-0954 92 -15.95772491931521 SQLModel_Stemmed 
4 Q0 CACM-0052 93 -15.95772491931521 SQLModel_Stemmed 
4 Q0 CACM-3141 94 -15.96796894666977 SQLModel_Stemmed 
4 Q0 CACM-2812 95 -15.971309999316718 SQLModel_Stemmed 
4 Q0 CACM-3151 96 -15.99127414636091 SQLModel_Stemmed 
4 Q0 CACM-2081 97 -15.9919476775807 SQLModel_Stemmed 
4 Q0 CACM-2484 98 -15.997962304221444 SQLModel_Stemmed 
4 Q0 CACM-0371 99 -16.00589476491295 SQLModel_Stemmed 
4 Q0 CACM-3165 100 -16.018058951403518 SQLModel_Stemmed 
Query 5 appli stochast process 
5 Q0 CACM-1696 1 -12.948750010151482 SQLModel_Stemmed 
5 Q0 CACM-0268 2 -13.289373940237333 SQLModel_Stemmed 
5 Q0 CACM-1194 3 -13.852792730917095 SQLModel_Stemmed 
5 Q0 CACM-1410 4 -13.916707613342624 SQLModel_Stemmed 
5 Q0 CACM-2535 5 -14.045097106287468 SQLModel_Stemmed 
5 Q0 CACM-2882 6 -14.100190774129025 SQLModel_Stemmed 
5 Q0 CACM-1540 7 -14.290493949682158 SQLModel_Stemmed 
5 Q0 CACM-1435 8 -14.483769701322863 SQLModel_Stemmed 
5 Q0 CACM-2742 9 -14.671819679544182 SQLModel_Stemmed 
5 Q0 CACM-2767 10 -14.77827400910082 SQLModel_Stemmed 
5 Q0 CACM-1892 11 -14.796606060127939 SQLModel_Stemmed 
5 Q0 CACM-1235 12 -14.82704022485079 SQLModel_Stemmed 
5 Q0 CACM-2065 13 -14.996540712567198 SQLModel_Stemmed 
5 Q0 CACM-1233 14 -15.083496813834163 SQLModel_Stemmed 
5 Q0 CACM-0020 15 -15.212086180880345 SQLModel_Stemmed 
5 Q0 CACM-3020 16 -15.283080851850439 SQLModel_Stemmed 
5 Q0 CACM-0293 17 -15.371215918020402 SQLModel_Stemmed 
5 Q0 CACM-0927 18 -15.436464177210937 SQLModel_Stemmed 
5 Q0 CACM-1359 19 -15.446757305382842 SQLModel_Stemmed 
5 Q0 CACM-3120 20 -15.481429907852831 SQLModel_Stemmed 
5 Q0 CACM-3059 21 -15.496034784165449 SQLModel_Stemmed 
5 Q0 CACM-0111 22 -15.591838025942911 SQLModel_Stemmed 
5 Q0 CACM-2000 23 -15.720448154893111 SQLModel_Stemmed 
5 Q0 CACM-2523 24 -15.728118180291265 SQLModel_Stemmed 
5 Q0 CACM-1563 25 -15.741568551474423 SQLModel_Stemmed 
5 Q0 CACM-1216 26 -15.754707645411484 SQLModel_Stemmed 
5 Q0 CACM-1441 27 -15.782016380717534 SQLModel_Stemmed 
5 Q0 CACM-1438 28 -15.782016380717534 SQLModel_Stemmed 
5 Q0 CACM-3153 29 -15.797050300544102 SQLModel_Stemmed 
5 Q0 CACM-1637 30 -15.85477020172239 SQLModel_Stemmed 
5 Q0 CACM-2844 31 -15.85650941389787 SQLModel_Stemmed 
5 Q0 CACM-1180 32 -15.89528785054217 SQLModel_Stemmed 
5 Q0 CACM-2705 33 -15.93162166741033 SQLModel_Stemmed 
5 Q0 CACM-1110 34 -15.939469894315502 SQLModel_Stemmed 
5 Q0 CACM-2409 35 -15.954891849885016 SQLModel_Stemmed 
5 Q0 CACM-2999 36 -15.973785320003024 SQLModel_Stemmed 
5 Q0 CACM-1925 37 -15.9818394779831 SQLModel_Stemmed 
5 Q0 CACM-1673 38 -15.984687507732751 SQLModel_Stemmed 
5 Q0 CACM-2396 39 -16.00325639096706 SQLModel_Stemmed 
5 Q0 CACM-0078 40 -16.004733927229005 SQLModel_Stemmed 
5 Q0 CACM-2210 41 -16.026954830468156 SQLModel_Stemmed 
5 Q0 CACM-1383 42 -16.026954830468156 SQLModel_Stemmed 
5 Q0 CACM-1631 43 -16.05365105861867 SQLModel_Stemmed 
5 Q0 CACM-1886 44 -16.066585841657393 SQLModel_Stemmed 
5 Q0 CACM-1008 45 -16.091675690602713 SQLModel_Stemmed 
5 Q0 CACM-1707 46 -16.091675690602713 SQLModel_Stemmed 
5 Q0 CACM-2727 47 -16.096253284683 SQLModel_Stemmed 
5 Q0 CACM-2836 48 -16.103848165078194 SQLModel_Stemmed 
5 Q0 CACM-2174 49 -16.103848165078194 SQLModel_Stemmed 
5 Q0 CACM-3165 50 -16.10886048932529 SQLModel_Stemmed 
5 Q0 CACM-3013 51 -16.10886048932529 SQLModel_Stemmed 
5 Q0 CACM-0942 52 -16.12784582726978 SQLModel_Stemmed 
5 Q0 CACM-1169 53 -16.13713182336953 SQLModel_Stemmed 
5 Q0 CACM-1116 54 -16.15023945495536 SQLModel_Stemmed 
5 Q0 CACM-1382 55 -16.161298560909486 SQLModel_Stemmed 
5 Q0 CACM-3043 56 -16.165352033696223 SQLModel_Stemmed 
5 Q0 CACM-1147 57 -16.172155435111737 SQLModel_Stemmed 
5 Q0 CACM-3030 58 -16.17297046383188 SQLModel_Stemmed 
5 Q0 CACM-2263 59 -16.177509958162393 SQLModel_Stemmed 
5 Q0 CACM-2137 60 -16.18161834893309 SQLModel_Stemmed 
5 Q0 CACM-1809 61 -16.182816197166304 SQLModel_Stemmed 
5 Q0 CACM-2185 62 -16.193286702958986 SQLModel_Stemmed 
5 Q0 CACM-1554 63 -16.20357255945993 SQLModel_Stemmed 
5 Q0 CACM-1588 64 -16.212970311832304 SQLModel_Stemmed 
5 Q0 CACM-1678 65 -16.213679138504542 SQLModel_Stemmed 
5 Q0 CACM-2062 66 -16.233374852084914 SQLModel_Stemmed 
5 Q0 CACM-2900 67 -16.24297366595484 SQLModel_Stemmed 
5 Q0 CACM-2953 68 -16.24297366595484 SQLModel_Stemmed 
5 Q0 CACM-0095 69 -16.25241258267581 SQLModel_Stemmed 
5 Q0 CACM-2997 70 -16.25241258267581 SQLModel_Stemmed 
5 Q0 CACM-3138 71 -16.269414648280986 SQLModel_Stemmed 
5 Q0 CACM-0298 72 -16.27082804507019 SQLModel_Stemmed 
5 Q0 CACM-2203 73 -16.275338603613704 SQLModel_Stemmed 
5 Q0 CACM-3175 74 -16.27981283517063 SQLModel_Stemmed 
5 Q0 CACM-2080 75 -16.291504053002754 SQLModel_Stemmed 
5 Q0 CACM-1468 76 -16.2940456600469 SQLModel_Stemmed 
5 Q0 CACM-2268 77 -16.29735598330437 SQLModel_Stemmed 
5 Q0 CACM-2811 78 -16.29735598330437 SQLModel_Stemmed 
5 Q0 CACM-2453 79 -16.305375501099668 SQLModel_Stemmed 
5 Q0 CACM-2555 80 -16.314354822632374 SQLModel_Stemmed 
5 Q0 CACM-2826 81 -16.32265873205234 SQLModel_Stemmed 
5 Q0 CACM-2019 82 -16.33083664451944 SQLModel_Stemmed 
5 Q0 CACM-1625 83 -16.33889167346475 SQLModel_Stemmed 
5 Q0 CACM-1671 84 -16.339197122990598 SQLModel_Stemmed 
5 Q0 CACM-1307 85 -16.35217135041094 SQLModel_Stemmed 
5 Q0 CACM-2819 86 -16.35464499534043 SQLModel_Stemmed 
5 Q0 CACM-2307 87 -16.3565230105909 SQLModel_Stemmed 
5 Q0 CACM-1911 88 -16.36234899052442 SQLModel_Stemmed 
5 Q0 CACM-1703 89 -16.369941515776407 SQLModel_Stemmed 
5 Q0 CACM-1948 90 -16.369941515776407 SQLModel_Stemmed 
5 Q0 CACM-2342 91 -16.37403684914673 SQLModel_Stemmed 
5 Q0 CACM-3068 92 -16.38480253422678 SQLModel_Stemmed 
5 Q0 CACM-1028 93 -16.38480253422678 SQLModel_Stemmed 
5 Q0 CACM-1721 94 -16.392076003331155 SQLModel_Stemmed 
5 Q0 CACM-1003 95 -16.395292791923254 SQLModel_Stemmed 
5 Q0 CACM-2903 96 -16.399247961583868 SQLModel_Stemmed 
5 Q0 CACM-2988 97 -16.399247961583868 SQLModel_Stemmed 
5 Q0 CACM-2494 98 -16.399247961583868 SQLModel_Stemmed 
5 Q0 CACM-2753 99 -16.429662370644817 SQLModel_Stemmed 
5 Q0 CACM-0440 100 -16.446792993594226 SQLModel_Stemmed 
Query 6 perform evalu and model of comput system 
6 Q0 CACM-2318 1 -16.502967078380248 SQLModel_Stemmed 
6 Q0 CACM-3048 2 -18.196277501679763 SQLModel_Stemmed 
6 Q0 CACM-2984 3 -19.069706134699352 SQLModel_Stemmed 
6 Q0 CACM-3070 4 -19.171168756288292 SQLModel_Stemmed 
6 Q0 CACM-2542 5 -19.628502560447536 SQLModel_Stemmed 
6 Q0 CACM-1653 6 -19.67934415121679 SQLModel_Stemmed 
6 Q0 CACM-3089 7 -19.736336450240827 SQLModel_Stemmed 
6 Q0 CACM-1938 8 -19.945416865732025 SQLModel_Stemmed 
6 Q0 CACM-2862 9 -19.957246765721333 SQLModel_Stemmed 
6 Q0 CACM-1719 10 -20.039317972396734 SQLModel_Stemmed 
6 Q0 CACM-3119 11 -20.044879935305005 SQLModel_Stemmed 
6 Q0 CACM-2882 12 -20.168004882345677 SQLModel_Stemmed 
6 Q0 CACM-2894 13 -20.197485829184558 SQLModel_Stemmed 
6 Q0 CACM-2812 14 -20.210869049004575 SQLModel_Stemmed 
6 Q0 CACM-1827 15 -20.36062586685605 SQLModel_Stemmed 
6 Q0 CACM-1518 16 -20.427774267982148 SQLModel_Stemmed 
6 Q0 CACM-3136 17 -20.46542729547564 SQLModel_Stemmed 
6 Q0 CACM-2452 18 -20.534169305278034 SQLModel_Stemmed 
6 Q0 CACM-2344 19 -20.619348959058044 SQLModel_Stemmed 
6 Q0 CACM-2535 20 -20.633459793594838 SQLModel_Stemmed 
6 Q0 CACM-1030 21 -20.719766390390532 SQLModel_Stemmed 
6 Q0 CACM-2571 22 -20.763980438588703 SQLModel_Stemmed 
6 Q0 CACM-2798 23 -20.792112074721647 SQLModel_Stemmed 
6 Q0 CACM-2741 24 -20.871070310747726 SQLModel_Stemmed 
6 Q0 CACM-2988 25 -20.873286517045422 SQLModel_Stemmed 
6 Q0 CACM-1344 26 -20.915563431851325 SQLModel_Stemmed 
6 Q0 CACM-2990 27 -20.924792923345645 SQLModel_Stemmed 
6 Q0 CACM-2522 28 -20.98978886474122 SQLModel_Stemmed 
6 Q0 CACM-1032 29 -21.001110525324815 SQLModel_Stemmed 
6 Q0 CACM-2859 30 -21.021552149493246 SQLModel_Stemmed 
6 Q0 CACM-1680 31 -21.109154568724634 SQLModel_Stemmed 
6 Q0 CACM-2319 32 -21.194921925965996 SQLModel_Stemmed 
6 Q0 CACM-3059 33 -21.20204723722725 SQLModel_Stemmed 
6 Q0 CACM-1951 34 -21.261545718561205 SQLModel_Stemmed 
6 Q0 CACM-1908 35 -21.301382547147988 SQLModel_Stemmed 
6 Q0 CACM-1931 36 -21.31153328363694 SQLModel_Stemmed 
6 Q0 CACM-1699 37 -21.315387822595977 SQLModel_Stemmed 
6 Q0 CACM-2892 38 -21.32043778072856 SQLModel_Stemmed 
6 Q0 CACM-2669 39 -21.326635307751562 SQLModel_Stemmed 
6 Q0 CACM-2951 40 -21.328018540364674 SQLModel_Stemmed 
6 Q0 CACM-1199 41 -21.349459971984274 SQLModel_Stemmed 
6 Q0 CACM-1620 42 -21.394136166877598 SQLModel_Stemmed 
6 Q0 CACM-1533 43 -21.439314613410666 SQLModel_Stemmed 
6 Q0 CACM-3147 44 -21.44570455296655 SQLModel_Stemmed 
6 Q0 CACM-2245 45 -21.448279185189932 SQLModel_Stemmed 
6 Q0 CACM-2188 46 -21.48409341429428 SQLModel_Stemmed 
6 Q0 CACM-2268 47 -21.505168459345086 SQLModel_Stemmed 
6 Q0 CACM-2375 48 -21.56557849183184 SQLModel_Stemmed 
6 Q0 CACM-2681 49 -21.576284809068103 SQLModel_Stemmed 
6 Q0 CACM-2886 50 -21.588121737126322 SQLModel_Stemmed 
6 Q0 CACM-2560 51 -21.594488092042774 SQLModel_Stemmed 
6 Q0 CACM-3072 52 -21.614610019364203 SQLModel_Stemmed 
6 Q0 CACM-2711 53 -21.630423975179202 SQLModel_Stemmed 
6 Q0 CACM-3002 54 -21.64422663503298 SQLModel_Stemmed 
6 Q0 CACM-1374 55 -21.70652270844433 SQLModel_Stemmed 
6 Q0 CACM-1411 56 -21.734260637642787 SQLModel_Stemmed 
6 Q0 CACM-3137 57 -21.735541676513648 SQLModel_Stemmed 
6 Q0 CACM-1503 58 -21.75870792129275 SQLModel_Stemmed 
6 Q0 CACM-2286 59 -21.78819289653499 SQLModel_Stemmed 
6 Q0 CACM-3028 60 -21.79062143336398 SQLModel_Stemmed 
6 Q0 CACM-1267 61 -21.808535752663126 SQLModel_Stemmed 
6 Q0 CACM-2372 62 -21.83328865562363 SQLModel_Stemmed 
6 Q0 CACM-2105 63 -21.848414628892854 SQLModel_Stemmed 
6 Q0 CACM-2977 64 -21.86495287055698 SQLModel_Stemmed 
6 Q0 CACM-1698 65 -21.88583929097682 SQLModel_Stemmed 
6 Q0 CACM-3169 66 -21.89100519648054 SQLModel_Stemmed 
6 Q0 CACM-1695 67 -21.93453749550695 SQLModel_Stemmed 
6 Q0 CACM-1542 68 -21.934590696826575 SQLModel_Stemmed 
6 Q0 CACM-0096 69 -21.943346738273135 SQLModel_Stemmed 
6 Q0 CACM-1536 70 -21.944900494922837 SQLModel_Stemmed 
6 Q0 CACM-2048 71 -21.94797322106082 SQLModel_Stemmed 
6 Q0 CACM-2720 72 -21.95371536301583 SQLModel_Stemmed 
6 Q0 CACM-1173 73 -21.96178992064577 SQLModel_Stemmed 
6 Q0 CACM-2634 74 -21.963252512321493 SQLModel_Stemmed 
6 Q0 CACM-1591 75 -21.9771232942224 SQLModel_Stemmed 
6 Q0 CACM-1916 76 -21.984429248621208 SQLModel_Stemmed 
6 Q0 CACM-1792 77 -21.989187589459117 SQLModel_Stemmed 
6 Q0 CACM-1572 78 -22.002594281321276 SQLModel_Stemmed 
6 Q0 CACM-1805 79 -22.02038966534069 SQLModel_Stemmed 
6 Q0 CACM-2217 80 -22.021163070310532 SQLModel_Stemmed 
6 Q0 CACM-2062 81 -22.02138039266284 SQLModel_Stemmed 
6 Q0 CACM-1689 82 -22.026723782269436 SQLModel_Stemmed 
6 Q0 CACM-1308 83 -22.03085280563012 SQLModel_Stemmed 
6 Q0 CACM-1912 84 -22.03985195808563 SQLModel_Stemmed 
6 Q0 CACM-1526 85 -22.044129786441168 SQLModel_Stemmed 
6 Q0 CACM-0436 86 -22.054039903771947 SQLModel_Stemmed 
6 Q0 CACM-1940 87 -22.08233225736692 SQLModel_Stemmed 
6 Q0 CACM-2679 88 -22.082683822836604 SQLModel_Stemmed 
6 Q0 CACM-1261 89 -22.08329311563626 SQLModel_Stemmed 
6 Q0 CACM-2504 90 -22.084518626793745 SQLModel_Stemmed 
6 Q0 CACM-1694 91 -22.106103839185945 SQLModel_Stemmed 
6 Q0 CACM-3078 92 -22.137507265300105 SQLModel_Stemmed 
6 Q0 CACM-1709 93 -22.142344196885475 SQLModel_Stemmed 
6 Q0 CACM-2743 94 -22.144210667229554 SQLModel_Stemmed 
6 Q0 CACM-2003 95 -22.148524319274795 SQLModel_Stemmed 
6 Q0 CACM-1844 96 -22.150654749716463 SQLModel_Stemmed 
6 Q0 CACM-2852 97 -22.159152910857333 SQLModel_Stemmed 
6 Q0 CACM-1750 98 -22.16476498182962 SQLModel_Stemmed 
6 Q0 CACM-3035 99 -22.16822881865754 SQLModel_Stemmed 
6 Q0 CACM-3068 100 -22.171636810065593 SQLModel_Stemmed 
Query 7 parallel processor in inform retriev 
7 Q0 CACM-1811 1 -17.356169150500723 SQLModel_Stemmed 
7 Q0 CACM-2714 2 -18.028733421564024 SQLModel_Stemmed 
7 Q0 CACM-3075 3 -18.721722981131464 SQLModel_Stemmed 
7 Q0 CACM-2664 4 -18.73437885912339 SQLModel_Stemmed 
7 Q0 CACM-2973 5 -18.802838604228544 SQLModel_Stemmed 
7 Q0 CACM-3156 6 -18.84839909410192 SQLModel_Stemmed 
7 Q0 CACM-1457 7 -19.079344611075857 SQLModel_Stemmed 
7 Q0 CACM-2288 8 -19.082412838796703 SQLModel_Stemmed 
7 Q0 CACM-3134 9 -19.169863795450368 SQLModel_Stemmed 
7 Q0 CACM-2278 10 -19.207065627385635 SQLModel_Stemmed 
7 Q0 CACM-2175 11 -19.260618472708774 SQLModel_Stemmed 
7 Q0 CACM-1699 12 -19.378489248346263 SQLModel_Stemmed 
7 Q0 CACM-2114 13 -19.38092874599242 SQLModel_Stemmed 
7 Q0 CACM-0891 14 -19.386197081148328 SQLModel_Stemmed 
7 Q0 CACM-2967 15 -19.388442156849102 SQLModel_Stemmed 
7 Q0 CACM-1032 16 -19.544548191826276 SQLModel_Stemmed 
7 Q0 CACM-1681 17 -19.642202081614094 SQLModel_Stemmed 
7 Q0 CACM-2497 18 -19.68537321116078 SQLModel_Stemmed 
7 Q0 CACM-2990 19 -19.73317555264579 SQLModel_Stemmed 
7 Q0 CACM-1927 20 -19.740830691571254 SQLModel_Stemmed 
7 Q0 CACM-2838 21 -19.84699197405912 SQLModel_Stemmed 
7 Q0 CACM-2570 22 -19.882888637379484 SQLModel_Stemmed 
7 Q0 CACM-1830 23 -19.89802093796658 SQLModel_Stemmed 
7 Q0 CACM-0275 24 -19.960323656167397 SQLModel_Stemmed 
7 Q0 CACM-1613 25 -19.98557236705444 SQLModel_Stemmed 
7 Q0 CACM-2882 26 -20.00455642596613 SQLModel_Stemmed 
7 Q0 CACM-0651 27 -20.020267373446618 SQLModel_Stemmed 
7 Q0 CACM-3012 28 -20.047344235354135 SQLModel_Stemmed 
7 Q0 CACM-2070 29 -20.077253649091766 SQLModel_Stemmed 
7 Q0 CACM-2516 30 -20.079305400039946 SQLModel_Stemmed 
7 Q0 CACM-2723 31 -20.106868555498078 SQLModel_Stemmed 
7 Q0 CACM-0634 32 -20.10745977743062 SQLModel_Stemmed 
7 Q0 CACM-2307 33 -20.10745977743062 SQLModel_Stemmed 
7 Q0 CACM-1725 34 -20.120251039950958 SQLModel_Stemmed 
7 Q0 CACM-1262 35 -20.15262561194246 SQLModel_Stemmed 
7 Q0 CACM-2140 36 -20.161796057274493 SQLModel_Stemmed 
7 Q0 CACM-0239 37 -20.18327199672169 SQLModel_Stemmed 
7 Q0 CACM-0950 38 -20.24265807428244 SQLModel_Stemmed 
7 Q0 CACM-2519 39 -20.243221952543763 SQLModel_Stemmed 
7 Q0 CACM-2631 40 -20.26369093712317 SQLModel_Stemmed 
7 Q0 CACM-1665 41 -20.33194307057759 SQLModel_Stemmed 
7 Q0 CACM-1742 42 -20.334058349860157 SQLModel_Stemmed 
7 Q0 CACM-0082 43 -20.35957782571735 SQLModel_Stemmed 
7 Q0 CACM-1601 44 -20.361851417171717 SQLModel_Stemmed 
7 Q0 CACM-0657 45 -20.368642700539564 SQLModel_Stemmed 
7 Q0 CACM-1846 46 -20.386337629263345 SQLModel_Stemmed 
7 Q0 CACM-1680 47 -20.39184341797209 SQLModel_Stemmed 
7 Q0 CACM-2785 48 -20.39245286592245 SQLModel_Stemmed 
7 Q0 CACM-1514 49 -20.395638561397732 SQLModel_Stemmed 
7 Q0 CACM-2685 50 -20.409142133533976 SQLModel_Stemmed 
7 Q0 CACM-3169 51 -20.414929132331253 SQLModel_Stemmed 
7 Q0 CACM-2976 52 -20.414929132331253 SQLModel_Stemmed 
7 Q0 CACM-1825 53 -20.423959088582524 SQLModel_Stemmed 
7 Q0 CACM-3059 54 -20.427169347978534 SQLModel_Stemmed 
7 Q0 CACM-1959 55 -20.429899017775337 SQLModel_Stemmed 
7 Q0 CACM-1527 56 -20.432504059922547 SQLModel_Stemmed 
7 Q0 CACM-2433 57 -20.44714124374971 SQLModel_Stemmed 
7 Q0 CACM-0292 58 -20.45031942352945 SQLModel_Stemmed 
7 Q0 CACM-1937 59 -20.462300130664236 SQLModel_Stemmed 
7 Q0 CACM-1359 60 -20.473338575942915 SQLModel_Stemmed 
7 Q0 CACM-3168 61 -20.48856558382334 SQLModel_Stemmed 
7 Q0 CACM-2846 62 -20.48931573757588 SQLModel_Stemmed 
7 Q0 CACM-2700 63 -20.508701776619585 SQLModel_Stemmed 
7 Q0 CACM-2342 64 -20.51057826269143 SQLModel_Stemmed 
7 Q0 CACM-1236 65 -20.511771261462442 SQLModel_Stemmed 
7 Q0 CACM-2532 66 -20.525864973471283 SQLModel_Stemmed 
7 Q0 CACM-2266 67 -20.53899111148447 SQLModel_Stemmed 
7 Q0 CACM-1935 68 -20.540461612815022 SQLModel_Stemmed 
7 Q0 CACM-2202 69 -20.543363252928877 SQLModel_Stemmed 
7 Q0 CACM-2832 70 -20.553580419264875 SQLModel_Stemmed 
7 Q0 CACM-1831 71 -20.561567363244457 SQLModel_Stemmed 
7 Q0 CACM-2645 72 -20.563849992285018 SQLModel_Stemmed 
7 Q0 CACM-2160 73 -20.587296807958513 SQLModel_Stemmed 
7 Q0 CACM-2195 74 -20.59038836866253 SQLModel_Stemmed 
7 Q0 CACM-0141 75 -20.603880840223045 SQLModel_Stemmed 
7 Q0 CACM-2455 76 -20.618758711748587 SQLModel_Stemmed 
7 Q0 CACM-1976 77 -20.630716503499254 SQLModel_Stemmed 
7 Q0 CACM-1747 78 -20.63178381939883 SQLModel_Stemmed 
7 Q0 CACM-1158 79 -20.64273520029396 SQLModel_Stemmed 
7 Q0 CACM-0392 80 -20.64273520029396 SQLModel_Stemmed 
7 Q0 CACM-1302 81 -20.64273520029396 SQLModel_Stemmed 
7 Q0 CACM-2896 82 -20.65729577818921 SQLModel_Stemmed 
7 Q0 CACM-2484 83 -20.679253091501558 SQLModel_Stemmed 
7 Q0 CACM-1988 84 -20.683654379398682 SQLModel_Stemmed 
7 Q0 CACM-1828 85 -20.687555207775524 SQLModel_Stemmed 
7 Q0 CACM-2711 86 -20.693871872112393 SQLModel_Stemmed 
7 Q0 CACM-2561 87 -20.70701894259985 SQLModel_Stemmed 
7 Q0 CACM-2895 88 -20.71231332890674 SQLModel_Stemmed 
7 Q0 CACM-1788 89 -20.717046835602595 SQLModel_Stemmed 
7 Q0 CACM-2865 90 -20.717251816954104 SQLModel_Stemmed 
7 Q0 CACM-0046 91 -20.71923346489588 SQLModel_Stemmed 
7 Q0 CACM-2386 92 -20.72964972438837 SQLModel_Stemmed 
7 Q0 CACM-2289 93 -20.731023469411905 SQLModel_Stemmed 
7 Q0 CACM-1652 94 -20.740598361685937 SQLModel_Stemmed 
7 Q0 CACM-2311 95 -20.74345103499344 SQLModel_Stemmed 
7 Q0 CACM-1367 96 -20.74358139477091 SQLModel_Stemmed 
7 Q0 CACM-2388 97 -20.75737809698015 SQLModel_Stemmed 
7 Q0 CACM-1569 98 -20.758251923811528 SQLModel_Stemmed 
7 Q0 CACM-0482 99 -20.764653758389315 SQLModel_Stemmed 
7 Q0 CACM-2722 100 -20.767934439018994 SQLModel_Stemmed 
